Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_create_storage(unsigned long) [99]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [114]
[102]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [102]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl() [97]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [98]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::deallocate(std::allocator<std::vector<double, std::allocator<double> > >&, std::vector<double, std::allocator<double> >*, unsigned long) [107]
[103]    0.0    0.00    0.00       3         std::__new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::allocate(std::allocator<std::vector<double, std::allocator<double> > >&, unsigned long) [108]
[104]    0.0    0.00    0.00       3         std::__new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*) [104]
                0.00    0.00       3/6           std::__new_allocator<std::vector<double, std::allocator<double> > >::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::vector<double, std::allocator<double> > >::allocator() [92]
[105]    0.0    0.00    0.00       3         std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator() [105]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<double>::allocator() [93]
[106]    0.0    0.00    0.00       3         std::__new_allocator<double>::__new_allocator() [106]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [98]
[107]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::deallocate(std::allocator<std::vector<double, std::allocator<double> > >&, std::vector<double, std::allocator<double> >*, unsigned long) [107]
                0.00    0.00       3/3           std::__new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long) [95]
[108]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::allocate(std::allocator<std::vector<double, std::allocator<double> > >&, unsigned long) [108]
                0.00    0.00       3/3           std::__new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*) [104]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [112]
[109]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [109]
                0.00    0.00       3/3           std::__new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [90]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [115]
[110]    0.0    0.00    0.00       3         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [110]
                0.00    0.00       3/3           std::__new_allocator<double>::max_size() const [91]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [124]
[111]    0.0    0.00    0.00       3         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [111]
                0.00    0.00       3/3           double* std::__addressof<double>(double&) [121]
                0.00    0.00       3/3           void std::_Construct<double>(double*) [119]
                0.00    0.00       3/3           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [126]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [113]
[112]    0.0    0.00    0.00       3         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [112]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [109]
                0.00    0.00       3/2000006     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [31]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [19]
[113]    0.0    0.00    0.00       3         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [113]
                0.00    0.00       3/6           std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [87]
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [112]
                0.00    0.00       3/9           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [84]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[114]    0.0    0.00    0.00       3         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [114]
                0.00    0.00       3/6           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [88]
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [128]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [102]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [116]
[115]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [115]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [110]
                0.00    0.00       3/2000006     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [31]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [118]
[116]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [116]
                0.00    0.00       3/6006        std::allocator<double>::allocator(std::allocator<double> const&) [37]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [115]
                0.00    0.00       3/6009        std::allocator<double>::~allocator() [35]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [118]
[117]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [117]
                0.00    0.00       3/6006        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [38]
                0.00    0.00       3/3           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [125]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[118]    0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [118]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [116]
                0.00    0.00       3/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [53]
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [111]
[119]    0.0    0.00    0.00       3         void std::_Construct<double>(double*) [119]
                0.00    0.00       3/3003        operator new(unsigned long, void*) [62]
-----------------------------------------------
                0.00    0.00       3/3           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [126]
[120]    0.0    0.00    0.00       3         double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [120]
                0.00    0.00       3/3           void std::__fill_a<double*, double>(double*, double*, double const&) [129]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [111]
[121]    0.0    0.00    0.00       3         double* std::__addressof<double>(double&) [121]
-----------------------------------------------
                0.00    0.00       3/3           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [126]
[122]    0.0    0.00    0.00       3         std::__size_to_integer(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       3/3           double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [126]
[123]    0.0    0.00    0.00       3         std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [123]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [125]
[124]    0.0    0.00    0.00       3         double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [124]
                0.00    0.00       3/3           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [111]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [117]
[125]    0.0    0.00    0.00       3         double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&) [125]
                0.00    0.00       3/3           double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long) [124]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [111]
[126]    0.0    0.00    0.00       3         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [126]
                0.00    0.00       3/3           std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&) [123]
                0.00    0.00       3/3           std::__size_to_integer(unsigned long) [122]
                0.00    0.00       3/3           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [120]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [128]
[127]    0.0    0.00    0.00       3         void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [127]
                0.00    0.00       3/3           void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [94]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [114]
[128]    0.0    0.00    0.00       3         void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [128]
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [127]
-----------------------------------------------
                0.00    0.00       3/3           double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag) [120]
[129]    0.0    0.00    0.00       3         void std::__fill_a<double*, double>(double*, double*, double const&) [129]
                0.00    0.00       3/3           __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [130]
-----------------------------------------------
                0.00    0.00       3/3           void std::__fill_a<double*, double>(double*, double*, double const&) [129]
[130]    0.0    0.00    0.00       3         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [130]
-----------------------------------------------
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [132]
[131]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [131]
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [81]
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [83]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[132]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [132]
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [131]
-----------------------------------------------
                0.00    0.00       2/2           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [7]
[133]    0.0    0.00    0.00       2         std::uniform_real_distribution<double>::param_type::param_type(double, double) [133]
                0.00    0.00       2/2           std::__is_constant_evaluated() [134]
-----------------------------------------------
                0.00    0.00       2/2           std::uniform_real_distribution<double>::param_type::param_type(double, double) [133]
[134]    0.0    0.00    0.00       2         std::__is_constant_evaluated() [134]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [136]
[135]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [135]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2023 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [135] __static_initialization_and_destruction_0(int, int) [54] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [80] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
   [6] MatOperators::MatrixOperators<double>::fill_matrix_random(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double, double) [103] std::__new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [82] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
   [2] MatOperators::MatrixOperators<double>::mat_x_mat(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [104] std::__new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*) [81] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  [63] __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_select_on_copy(std::allocator<double> const&) [89] std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator(std::__new_allocator<std::vector<double, std::allocator<double> > > const&) [83] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  [40] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [105] std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator() [33] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  [41] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [85] std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [11] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()()
  [64] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [55] std::__new_allocator<double>::deallocate(double*, unsigned long) [16] void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&)
  [86] std::__new_allocator<std::vector<double, std::allocator<double> > >::_M_max_size() const [56] std::__new_allocator<double>::allocate(unsigned long, void const*) [119] void std::_Construct<double>(double*)
  [90] std::__new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [39] std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [120] double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag)
  [45] std::__new_allocator<double>::_M_max_size() const [106] std::__new_allocator<double>::__new_allocator() [42] std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  [91] std::__new_allocator<double>::max_size() const [36] std::__new_allocator<double>::~__new_allocator() [121] double* std::__addressof<double>(double&)
  [29] std::uniform_real_distribution<double>::param_type::a() const [107] std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::deallocate(std::allocator<std::vector<double, std::allocator<double> > >&, std::vector<double, std::allocator<double> >*, unsigned long) [43] __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  [32] std::uniform_real_distribution<double>::param_type::b() const [108] std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::allocate(std::allocator<std::vector<double, std::allocator<double> > >&, unsigned long) [44] double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
   [5] std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [109] std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [70] double* std::__niter_base<double*>(double*)
  [65] std::vector<double, std::allocator<double> >::end() const [57] std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [71] double* std::__niter_wrap<double*>(double* const&, double*)
   [8] std::vector<double, std::allocator<double> >::size() const [68] std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [72] double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  [66] std::vector<double, std::allocator<double> >::begin() const [58] std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [73] double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
  [87] std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [110] std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [74] double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
  [92] std::allocator<std::vector<double, std::allocator<double> > >::allocator() [69] double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [122] std::__size_to_integer(unsigned long)
  [84] std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [17] std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [20] std::vector<double, std::allocator<double> >* std::__do_uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&)
  [37] std::allocator<double>::allocator(std::allocator<double> const&) [14] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [12] double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  [93] std::allocator<double>::allocator() [30] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [75] double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  [35] std::allocator<double>::~allocator() [131] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [123] std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&)
  [67] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [132] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [21] std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&)
  [94] void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [13] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [76] double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  [46] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [133] std::uniform_real_distribution<double>::param_type::param_type(double, double) [134] std::__is_constant_evaluated()
